cod;UF;populacao
4208906;SC;184579
4208955;SC;1520
4209003;SC;30684
4209102;SC;604708
4209151;SC;5019
4209177;SC;2083
4209201;SC;2248
4209300;SC;157158
4209409;SC;46424
4209458;SC;1408
4209508;SC;7154
4209607;SC;15380
4209706;SC;12122
4209805;SC;2960
4209854;SC;4530
4209904;SC;12497
4210001;SC;13347
4210035;SC;5683
4210050;SC;1757
4210100;SC;56825
4210209;SC;3465
4210308;SC;8209
4210407;SC;7461
4210506;SC;26463
4210555;SC;1703
4210605;SC;17330
4210704;SC;2442
4210803;SC;6989
4210852;SC;2257
4210902;SC;4227
4211009;SC;12034
4211058;SC;9945
4211108;SC;8263
4211207;SC;18095
4211256;SC;2884
4211306;SC;85734
4211405;SC;5163
4211454;SC;4327
4211504;SC;15010
4211603;SC;15515
4211652;SC;2366
4211702;SC;23161
4211751;SC;19201
4211801;SC;7251
4211850;SC;2197
4211876;SC;1444
4211892;SC;2352
4211900;SC;178679
4212007;SC;7321
4212056;SC;2673
4212106;SC;16144
4212205;SC;19521
4212239;SC;3284
4212254;SC;9269
4212270;SC;4072
4212304;SC;7642
4212403;SC;3931
4212502;SC;34022
4212601;SC;2733
4212650;SC;10225
4212700;SC;5873
4212809;SC;24385
4212908;SC;21103
4213005;SC;3635
4213104;SC;3637
4213153;SC;2907
4213203;SC;34561
4213302;SC;4619
4213351;SC;3426
4213401;SC;11674
4213500;SC;22466
4213609;SC;35685
4213708;SC;17965
4213807;SC;7305
4213906;SC;1526
4214003;SC;17973
4214102;SC;2279
4214151;SC;2950
4214201;SC;9773
4214300;SC;2897
4214409;SC;6199
4214508;SC;5864
4214607;SC;7552
4214706;SC;11937
4214805;SC;72931
4214904;SC;4630
4215000;SC;42684
4215059;SC;2484
4215075;SC;4525
4215109;SC;11647
4215208;SC;4584
4215307;SC;7674
4215356;SC;3727
4215406;SC;4792
4215455;SC;13128
4215505;SC;17004
4215554;SC;2178
4215604;SC;2151
4215653;SC;8397
4215679;SC;8760
4215687;SC;2317
4215695;SC;1211
4215703;SC;23907
4215752;SC;2239
4215802;SC;86317
4215901;SC;2791
4216008;SC;11456
4216057;SC;5646
4216107;SC;9422
4216206;SC;54751
4216255;SC;6423
4216305;SC;39719
4216354;SC;3784
4216404;SC;7332
4216503;SC;27322
4216602;SC;253705
4216701;SC;13811
4216800;SC;8054
4216909;SC;24501
4217006;SC;13886
4217105;SC;3162
4217154;SC;1794
4217204;SC;41246
4217253;SC;6046
4217303;SC;9874
4217402;SC;22605
4217501;SC;17610
4217550;SC;3249
4217600;SC;14176
4217709;SC;31084
4217758;SC;2386
4217808;SC;18576
4217907;SC;8648
4217956;SC;1606
4218004;SC;39889
4218103;SC;5338
4218202;SC;45703
4218251;SC;8003
4218301;SC;19455
4218350;SC;4002
4218400;SC;7104
4218509;SC;8138
4218608;SC;7506
4218707;SC;107143
4218756;SC;4507
4218806;SC;13080
4218855;SC;2364
4218905;SC;11311
4218954;SC;2453
4219002;SC;21419
4219101;SC;3569
4219150;SC;2387
4219176;SC;4411
4219200;SC;6321
4219309;SC;54145
4219358;SC;4907
4219408;SC;4032
4219507;SC;52290
4219606;SC;3873
4219705;SC;29254
4219853;SC;3432
4220000;SC;13129
4300034;RS;4981
4300059;RS;3738
4300109;RS;16344
4300208;RS;6951
4300307;RS;5710
4300406;RS;72493
4300455;RS;3287
4300471;RS;1935
4300505;RS;5885
4300554;RS;1590
4300570;RS;3043
4300604;RS;212352
4300638;RS;7136
4300646;RS;7396
4300661;RS;1351
4300703;RS;5941
4300802;RS;13041
4300851;RS;3544
4300877;RS;5840
4300901;RS;6145
4301008;RS;21121
4301057;RS;10483
4301073;RS;2966
4301107;RS;14201
4301206;RS;13452
4301305;RS;18185
4301404;RS;10422
4301503;RS;6545
4301552;RS;3517
4301602;RS;121518
4301636;RS;14645
4301651;RS;6232
4301701;RS;6616
4301750;RS;7550
4301800;RS;5237
4301859;RS;3266
4301875;RS;4238
4301909;RS;13618
4301925;RS;1621
4301958;RS;2563
4302006;RS;11167
4302055;RS;1924
4302105;RS;123090
4302154;RS;2087
4302204;RS;6712
4302220;RS;2466
4302238;RS;2628
4302253;RS;2773
4302303;RS;11270
4302352;RS;14446
4302378;RS;1858
4302402;RS;12448
4302451;RS;7691
4302501;RS;6135
4302584;RS;2099
4302600;RS;3271
4302659;RS;5132
4302709;RS;20963
4302808;RS;33476
4302907;RS;12291
4303004;RS;81552
4303103;RS;132144
4303202;RS;5083
4303301;RS;4802
4303400;RS;4659
4303509;RS;66686
4303558;RS;2750
4303608;RS;6383
4303673;RS;3402
4303707;RS;5325
4303806;RS;5422
4303905;RS;69981
4304002;RS;4273
4304101;RS;3272
4304200;RS;31475
4304309;RS;6106
4304358;RS;9707
4304408;RS;45957
4304507;RS;56370
4304606;RS;349728
4304614;RS;1693
4304622;RS;1628
4304630;RS;55009
4304655;RS;3745
4304663;RS;25462
4304671;RS;4793
4304689;RS;12183
4304697;RS;2770
4304705;RS;62413
4304713;RS;8426
4304804;RS;30630
4304853;RS;1327
4304903;RS;9070
4304952;RS;3228
4305009;RS;8631
4305108;RS;523716
4305116;RS;2865
4305124;RS;6005
4305132;RS;4720
4305157;RS;2281
4305173;RS;12579
4305207;RS;14243
4305306;RS;9211
4305355;RS;41705
4305371;RS;3228
4305405;RS;3684
4305439;RS;6832
4305447;RS;5518
4305454;RS;16897
4305504;RS;4693
4305587;RS;2466
4305603;RS;3088
4305702;RS;6766
4305801;RS;9903
4305835;RS;1490
4305850;RS;2267
4305871;RS;2521
4305900;RS;7213
4305934;RS;1602
4305959;RS;3824
4305975;RS;2731
4306007;RS;13269
4306056;RS;8121
4306072;RS;2840
4306106;RS;59561
4306130;RS;1765
4306205;RS;12457
4306304;RS;4732
4306320;RS;2718
4306353;RS;2331
4306379;RS;2991
4306403;RS;33547
4306429;RS;1992
4306452;RS;3410
4306502;RS;15556
4306551;RS;2520
4306601;RS;38222
4306700;RS;2958
4306734;RS;4380
4306759;RS;1967
4306767;RS;42490
4306809;RS;23047
4306908;RS;26039
4306924;RS;932
4306932;RS;8350
4306957;RS;2724
4306973;RS;2978
4307005;RS;107368
4307054;RS;3171
4307104;RS;6807
4307203;RS;4780
4307302;RS;6697
4307401;RS;3291
4307450;RS;2846
4307500;RS;15594
4307559;RS;5924
4307609;RS;51292
4307708;RS;83352
4307807;RS;34669
4307815;RS;3646
4307831;RS;2310
4307864;RS;2750
4307906;RS;73758
4308003;RS;6651
4308052;RS;2256
4308078;RS;4680
4308102;RS;13728
4308201;RS;31352
4308250;RS;1709
4308300;RS;10181
4308409;RS;6569
4308433;RS;2389
4308458;RS;4252
4308508;RS;31675
4308607;RS;35794
4308656;RS;2851
4308706;RS;5447
4308805;RS;8339
4308854;RS;1619
4308904;RS;16158
4309001;RS;15729
4309050;RS;8304
4309100;RS;36864
4309126;RS;2036
4309159;RS;4378
4309209;RS;285564
4309258;RS;1478
4309308;RS;98331
4309407;RS;26199
4309506;RS;7393
4309555;RS;4967
4309571;RS;3019
4309605;RS;19446
4309654;RS;6894
4309704;RS;4712
4309753;RS;4393
4309803;RS;4690
4309902;RS;7267
4309951;RS;3988
4310009;RS;20474
4310108;RS;37754
4310207;RS;84041
4310306;RS;4054
4310330;RS;23721
4310363;RS;3103
4310405;RS;6054
4310413;RS;2207
4310439;RS;6736
4310462;RS;1871
4310504;RS;7046
4310538;RS;5573
4310553;RS;3456
4310579;RS;2037
4310603;RS;37363
4310652;RS;2377
4310702;RS;3143
4310751;RS;1854
4310801;RS;25068
4310850;RS;3738
4310876;RS;2718
4310900;RS;3532
4311007;RS;26327
4311106;RS;10684
4311122;RS;3611
4311130;RS;3472
4311155;RS;8571
4311205;RS;19159
4311239;RS;2939
4311254;RS;6469
4311270;RS;1604
4311304;RS;27751
4311403;RS;86005
4311429;RS;2569
4311502;RS;7410
4311601;RS;5087
4311627;RS;6193
4311643;RS;1724
4311700;RS;5411
4311718;RS;4539
4311734;RS;2965
4311759;RS;7315
4311775;RS;6747
4311791;RS;2713
4311809;RS;45523
4311908;RS;4239
4311981;RS;3892
4312005;RS;1987
4312054;RS;3981
4312104;RS;4760
4312138;RS;2543
4312153;RS;4627
4312179;RS;1611
4312203;RS;4254
4312252;RS;8130
4312302;RS;4899
4312351;RS;1430
4312377;RS;3237
4312385;RS;2514
4312401;RS;66157
4312427;RS;3139
4312443;RS;2891
4312450;RS;6609
4312476;RS;6570
4312500;RS;12888
4312609;RS;4967
4312617;RS;3184
4312625;RS;1901
4312658;RS;17886
4312674;RS;1667
4312708;RS;11574
4312757;RS;3698
4312807;RS;4890
4312906;RS;10089
4312955;RS;1731
4313003;RS;3345
4313011;RS;2677
4313037;RS;5465
4313060;RS;22147
4313086;RS;2563
4313102;RS;6519
4313201;RS;21717
4313300;RS;28021
4313334;RS;2195
4313359;RS;3743
4313375;RS;30482
4313391;RS;4246
4313409;RS;247303
4313425;RS;3191
4313441;RS;2189
4313466;RS;1705
4313490;RS;4185
4313508;RS;46815
4313607;RS;3731
4313656;RS;11342
4313706;RS;32967
4313805;RS;7056
4313904;RS;44583
4313953;RS;8995
4314001;RS;7793
4314027;RS;7635
4314035;RS;3885
4314050;RS;59419
4314068;RS;5790
4314076;RS;6612
4314100;RS;206103
4314134;RS;2303
4314159;RS;8541
4314175;RS;1928
4314209;RS;7683
4314308;RS;3840
4314407;RS;343826
4314423;RS;5780
4314456;RS;2581
4314464;RS;1896
4314472;RS;4309
4314498;RS;4926
4314506;RS;12122
4314548;RS;3068
4314555;RS;2205
4314605;RS;20743
4314704;RS;9957
4314753;RS;2105
4314779;RS;3898
4314787;RS;1501
4314803;RS;38081
4314902;RS;1492530
4315008;RS;4514
4315057;RS;2332
4315073;RS;1258
4315107;RS;10144
4315131;RS;1586
4315149;RS;2972
4315156;RS;6235
4315172;RS;1929
4315206;RS;3861
4315305;RS;22531
4315313;RS;1860
4315321;RS;2793
4315354;RS;3810
4315404;RS;11782
4315453;RS;2068
4315503;RS;15702
4315552;RS;2571
4315602;RS;212881
4315701;RS;38257
4315750;RS;4698
4315800;RS;11556
4315909;RS;5868
4315958;RS;2270
4316006;RS;21591
4316105;RS;10633
4316204;RS;5033
4316303;RS;6750
4316402;RS;39210
4316428;RS;2601
4316436;RS;2596
4316451;RS;12512
4316477;RS;2734
4316501;RS;7975
4316600;RS;16382
4316709;RS;7813
4316733;RS;1630
4316758;RS;6755
4316808;RS;132271
4316907;RS;285159
4316956;RS;6382
4316972;RS;2593
4317004;RS;8037
4317103;RS;75647
4317202;RS;73882
4317251;RS;1722
4317301;RS;29298
4317400;RS;49298
4317509;RS;77544
4317558;RS;2118
4317608;RS;43397
4317707;RS;9930
4317756;RS;2018
4317806;RS;13813
4317905;RS;14177
4317954;RS;2287
4318002;RS;59768
4318051;RS;3091
4318101;RS;18081
4318200;RS;21871
4318309;RS;62187
4318408;RS;24569
4318424;RS;4625
4318432;RS;2535
4318440;RS;2808
4318457;RS;2491
4318465;RS;1917
4318481;RS;4924
4318499;RS;2040
4318507;RS;27866
4318606;RS;6911
4318614;RS;2464
4318622;RS;3559
4318705;RS;240378
4318804;RS;43501
4318903;RS;33124
4319000;RS;21756
4319109;RS;5336
4319125;RS;3228
4319158;RS;7692
4319208;RS;5153
4319307;RS;5654
4319356;RS;3881
4319364;RS;2025
4319372;RS;2950
4319406;RS;16100
4319505;RS;26161
4319604;RS;23492
4319703;RS;3220
4319711;RS;2248
4319737;RS;2732
4319752;RS;2288
4319802;RS;8742
4319901;RS;80514
4320008;RS;142508
4320107;RS;25024
4320206;RS;10678
4320230;RS;2875
4320263;RS;7465
4320305;RS;5114
4320321;RS;2761
4320354;RS;5635
4320404;RS;18074
4320453;RS;1889
4320503;RS;5220
4320552;RS;6586
4320578;RS;1931
4320602;RS;3607
4320651;RS;2365
4320677;RS;10152
4320701;RS;15041
4320800;RS;31067
4320859;RS;4816
4320909;RS;24973
4321006;RS;10569
4321105;RS;17363
4321204;RS;57740
4321303;RS;26907
4321329;RS;3081
4321352;RS;5484
4321402;RS;13385
4321436;RS;11323
4321451;RS;34275
4321469;RS;3078
4321477;RS;5532
4321493;RS;2753
4321501;RS;39381
4321600;RS;53507
4321626;RS;2331
4321634;RS;2620
4321667;RS;11174
4321709;RS;28948
4321808;RS;23846
4321832;RS;2643
4321857;RS;4232
4321907;RS;23799
4321956;RS;5781
4322004;RS;30159
4322103;RS;5612
4322152;RS;4585
4322186;RS;1447
4322202;RS;24182
4322251;RS;5019
4322301;RS;7730
4322327;RS;3408
4322343;RS;1952
4322350;RS;1084
4322376;RS;2306
4322400;RS;126766
4322509;RS;66916
4322525;RS;3531
4322533;RS;11873
4322541;RS;6046
4322558;RS;2130
4322608;RS;72373
4322707;RS;27325
4322806;RS;26813
4322855;RS;1776
4322905;RS;4628
4323002;RS;257330
4323101;RS;4530
4323200;RS;2840
4323309;RS;3407
4323358;RS;2070
4323408;RS;4368
4323457;RS;4274
4323507;RS;2726
4323606;RS;1553
4323705;RS;2858
4323754;RS;3052
4323770;RS;3046
4323804;RS;17126
5000203;MS;16025
5000252;MS;5489
5000609;MS;40247
5000708;MS;25336
5000807;MS;9116
5000856;MS;11081
5000906;MS;9082
5001003;MS;26386
5001102;MS;48184
5001243;MS;12511
5001508;MS;7281
5001904;MS;23620
5002001;MS;11368
5002100;MS;24842
5002159;MS;7802
5002209;MS;22401
5002308;MS;11835
5002407;MS;31005
5002605;MS;13675
5002704;MS;916001
5002803;MS;6247
5002902;MS;22063
5002951;MS;26499
5003108;MS;6158
5003157;MS;15449
5003207;MS;112669
5003256;MS;21456
5003306;MS;33547
5003454;MS;13043
5003488;MS;11547
5003504;MS;6025
5003702;MS;227990
5003751;MS;12447
5003801;MS;19152
5003900;MS;3066
5004007;MS;9934
5004106;MS;9754
5004304;MS;16273
5004403;MS;7566
5004502;MS;25478
5004601;MS;21604
5004700;MS;23277
5004809;MS;9372
5004908;MS;7342
5005004;MS;26375
5005103;MS;4015
5005152;MS;6861
5005202;MS;24040
5005251;MS;7496
5005400;MS;48944
5005608;MS;28423
5005681;MS;18578
5005707;MS;56484
5005806;MS;13794
5006002;MS;22967
5006200;MS;56057
5006259;MS;3556
5006275;MS;5751
5006309;MS;42401
5006358;MS;14576
5006408;MS;7568
5006606;MS;95320
5006903;MS;17460
5007109;MS;25310
5007208;MS;38844
5007307;MS;4758
5007406;MS;20025
5007505;MS;5120
5007554;MS;7948
5007695;MS;27660
5007703;MS;10751
5007802;MS;6555
5007901;MS;60792
5007935;MS;20158
5007950;MS;11795
5007976;MS;3588
5008008;MS;22721
5008305;MS;125137
5008404;MS;6115
5100102;MT;5309
5100201;MT;26679
5100250;MT;52105
5100300;MT;19714
5100359;MT;7092
5100409;MT;12323
5100508;MT;11587
5100607;MT;11413
5100805;MT;10431
5101001;MT;3064
5101209;MT;909
5101258;MT;17078
5101308;MT;9399
5101407;MT;23067
5101605;MT;8165
5101704;MT;35642
5101803;MT;61702
5101852;MT;6830
5101902;MT;20571
5102504;MT;95339
5102603;MT;16223
5102637;MT;36917
5102678;MT;44033
5102686;MT;7245
5102694;MT;4711
5102702;MT;22101
5102793;MT;10094
5102850;MT;8782
5103007;MT;22521
5103056;MT;12338
5103106;MT;5716
5103205;MT;33855
5103254;MT;41117
5103304;MT;21249
5103353;MT;32076
5103361;MT;4163
5103379;MT;20717
5103403;MT;623614
5103437;MT;5267
5103452;MT;9626
5103502;MT;22311
5103601;MT;8087
5103700;MT;14847
5103809;MT;3411
5103858;MT;7913
5103908;MT;5726
5103957;MT;2990
5104104;MT;36439
5104203;MT;15740
5104500;MT;2806
5104526;MT;8182
5104542;MT;7030
5104559;MT;3609
5104609;MT;13727
5104807;MT;27696
5104906;MT;8420
5105002;MT;8377
5105101;MT;35275
5105150;MT;41190
5105176;MT;16811
5105200;MT;11124
5105234;MT;6246
5105259;MT;69671
5105309;MT;2036
5105507;MT;16412
5105580;MT;10107
5105606;MT;17017
5105622;MT;28135
5105903;MT;15332
5106000;MT;5858
5106109;MT;13093
5106158;MT;16052
5106174;MT;4013
5106182;MT;6861
5106190;MT;3755
5106208;MT;3656
5106216;MT;12876
5106224;MT;48222
5106232;MT;20820
5106240;MT;12492
5106257;MT;21695
5106265;MT;9545
5106273;MT;4069
5106281;MT;4837
5106299;MT;11291
5106307;MT;23250
5106315;MT;2769
5106372;MT;17547
5106422;MT;35695
5106455;MT;2637
5106505;MT;33386
5106653;MT;6972
5106703;MT;1525
5106752;MT;46105
5106778;MT;12849
5106802;MT;5344
5106828;MT;12176
5106851;MT;2794
5107008;MT;15936
5107040;MT;63876
5107065;MT;18386
5107107;MT;18788
5107156;MT;2754
5107180;MT;10450
5107198;MT;2439
5107206;MT;5147
5107248;MT;4600
5107263;MT;3164
5107297;MT;4102
5107305;MT;21351
5107354;MT;5646
5107404;MT;4823
5107578;MT;4069
5107602;MT;239613
5107701;MT;16999
5107743;MT;2700
5107750;MT;3226
5107768;MT;3602
5107776;MT;8547
5107792;MT;5459
5107800;MT;17188
5107859;MT;11934
5107875;MT;27485
5107883;MT;1705
5107909;MT;148960
5107925;MT;94941
5107941;MT;9357
5107958;MT;107631
5108006;MT;14380
5108055;MT;9284
5108105;MT;3761
5108204;MT;3487
5108303;MT;3455
5108352;MT;3124
5108402;MT;290383
5108501;MT;11731
5108600;MT;26946
5108808;MT;4407
5108857;MT;3332
5108907;MT;9056
5108956;MT;9375
5200050;GO;9158
5200100;GO;20873
5200134;GO;22710
5200159;GO;2515
5200175;GO;5843
5200209;GO;1809
5200258;GO;222850
5200308;GO;28360
5200506;GO;1976
5200555;GO;6796
5200605;GO;7751
5200803;GO;8749
5200829;GO;3875
5200852;GO;6220
5200902;GO;3011
5201108;GO;396526
5201207;GO;1171
5201306;GO;22113
5201405;GO;601844
5201454;GO;2474
5201504;GO;4266
5201603;GO;3450
5201702;GO;20410
5201801;GO;10680
5202155;GO;7795
5202353;GO;2462
5202502;GO;10340
5202601;GO;3000
5202809;GO;2401
5203104;GO;5418
5203203;GO;11643
5203302;GO;31004
5203401;GO;8912
5203500;GO;26069
5203559;GO;10120
5203575;GO;4579
5203609;GO;3812
5203807;GO;5815
5203906;GO;9515
5203939;GO;2464
5203962;GO;3272
5204003;GO;8098
5204102;GO;12843
5204201;GO;1336
5204250;GO;7997
5204300;GO;16525
5204409;GO;19304
5204508;GO;95183
5204557;GO;3900
5204607;GO;3662
5204656;GO;3628
5204706;GO;12880
5204805;GO;7884
5204854;GO;8087
5204904;GO;20124
5204953;GO;1526
5205000;GO;10299
5205059;GO;3380
5205109;GO;113091
5205208;GO;5132
5205307;GO;9740
5205406;GO;22407
5205455;GO;8794
5205471;GO;10797
5205497;GO;74370
5205513;GO;20771
5205521;GO;3339
5205703;GO;2254
5205802;GO;11223
5205901;GO;10012
5206206;GO;61385
5206305;GO;2962
5206404;GO;17136
5206503;GO;3458
5206602;GO;2820
5206701;GO;3302
5206800;GO;2944
5206909;GO;2094
5207105;GO;2477
5207253;GO;7174
5207352;GO;3678
5207402;GO;12559
5207501;GO;3253
5207535;GO;6527
5207600;GO;5471
5207808;GO;13604
5207907;GO;17415
5208004;GO;125705
5208103;GO;4098
5208152;GO;3923
5208301;GO;4701
5208400;GO;11217
5208509;GO;5650
5208608;GO;72045
5208707;GO;1555626
5208806;GO;46278
5208905;GO;22122
5209101;GO;34307
5209150;GO;6076
5209200;GO;14206
5209291;GO;1905
5209408;GO;3801
5209457;GO;1681
5209606;GO;3742
5209705;GO;22533
5209804;GO;3450
5209903;GO;14215
5209937;GO;6275
5209952;GO;15962
5210000;GO;53655
5210109;GO;27365
5210158;GO;2892
5210208;GO;31471
5210307;GO;2772
5210406;GO;44329
5210562;GO;4684
5210604;GO;5184
5210802;GO;4412
5210901;GO;23850
5211008;GO;4380
5211206;GO;25597
5211305;GO;7337
5211404;GO;8968
5211503;GO;106845
5211602;GO;2295
5211701;GO;6001
5211800;GO;52160
5211909;GO;103221
5212006;GO;2843
5212055;GO;2497
5212105;GO;7417
5212204;GO;18266
5212253;GO;1652
5212303;GO;7663
5212501;GO;214645
5212600;GO;2358
5212709;GO;9277
5212808;GO;9234
5212907;GO;2263
5212956;GO;4321
5213004;GO;14568
5213053;GO;2575
5213087;GO;28518
5213103;GO;69477
5213400;GO;1471
5213509;GO;8759
5213707;GO;8037
5213756;GO;13935
5213772;GO;4538
5213806;GO;46955
5213855;GO;2217
5213905;GO;4120
5214002;GO;16077
5214051;GO;4540
5214101;GO;3749
5214408;GO;9375
5214507;GO;30931
5214606;GO;47064
5214705;GO;2362
5214804;GO;2236
5214838;GO;13020
5214861;GO;8063
5214879;GO;2939
5214903;GO;3208
5215009;GO;10193
5215207;GO;2775
5215231;GO;119649
5215256;GO;4592
5215306;GO;15834
5215405;GO;3679
5215504;GO;6895
5215603;GO;35011
5215652;GO;3470
5215702;GO;29915
5215801;GO;2382
5215900;GO;3578
5216007;GO;2590
5216304;GO;10221
5216403;GO;10988
5216452;GO;3156
5216809;GO;10240
5216908;GO;2135
5217104;GO;24543
5217203;GO;10161
5217302;GO;25218
5217401;GO;31909
5217609;GO;91345
5217708;GO;17899
5218003;GO;45866
5218052;GO;3979
5218102;GO;4032
5218300;GO;37924
5218391;GO;3211
5218508;GO;51323
5218607;GO;10961
5218706;GO;4832
5218789;GO;4728
5218805;GO;247259
5218904;GO;20012
5219001;GO;7630
5219100;GO;6701
5219209;GO;2782
5219258;GO;5585
5219308;GO;38962
5219357;GO;3821
5219407;GO;9110
5219456;GO;3367
5219506;GO;2200
5219605;GO;3207
5219704;GO;8386
5219712;GO;4886
5219738;GO;6593
5219753;GO;76871
5219803;GO;13305
5219902;GO;6265
5220009;GO;14423
5220058;GO;1312
5220108;GO;34488
5220157;GO;5263
5220207;GO;21849
5220264;GO;4105
5220280;GO;2040
5220405;GO;21318
5220454;GO;121447
5220504;GO;8737
5220603;GO;20938
5220686;GO;6895
5220702;GO;3040
5221007;GO;3506
5221080;GO;3538
5221197;GO;8326
5221304;GO;2830
5221403;GO;132006
5221452;GO;3497
5221502;GO;4526
5221551;GO;5447
5221577;GO;2829
5221601;GO;41150
5221700;GO;13795
5221809;GO;3056
5221858;GO;175720
5221908;GO;3848
5222005;GO;14088
5222054;GO;9002
5222203;GO;6451
5222302;GO;5941
5300108;DF;3094325
